location,count
פרייבורג אים ברייסגאו,19
"China, Southwest",19
كندا,19
סן דייגו,19
أنتيغوا وبربودا,19
Dalmatia,19
אזור הים האדריאטי,19
דרום מערב ישן (ארצות הברית),19
Szczecin,19
Veneto,19
"Superior, Lake",19
לינקולנשייר,19
Tubingen,19
Andalusia,19
New Haven,19
كردستان,19
Little Rock,19
Jordan,19
بيروت,19
ריו דה ז'ניירו,19
Pernambuco,19
جيبوتي,19
Tsippori (Extinct city),19
מלבורן (ויקטוריה),19
Shiraz,19
جبل الكرمل,19
Konstanz,19
"West Indies, French",19
Duisburg,19
כורדיסטאן,19
Sydney (N.S.W.),19
תיטואן,19
Gary,19
Częstochowa,19
איי מרשל,19
Middle East,19
Iași,19
טולסה,19
Grenada,19
Oxford,19
טורונטו,19
Northamptonshire,19
Lithuania,19
ליטל רוק,19
شاطئ الكرمل,19
מדרס,19
טרוויזו,19
הרפורד,19
קריית מלאכי,19
France,19
إسواتيني,19
ניו ברונסוויק,19
Ghana,19
Indian Ocean Region,19
הוואנה,19
סיודאד ריאל,19
איקוצ'ו (מחוז),19
Lawrence,19
توغو,19
French Polynesia,19
גרנד קניון,19
الإمارات العربية المتحدة,19
منطقة القدس,19
تايوان,19
גיאנה הצרפתית,19
Cyclades,19
ארצות זרות,19
Tamil Nadu,19
هرتسليا,19
Aphrodisias (Extinct city),19
דגסטן,19
"אנגליה, דרום",19
פיראניים,19
"Siberia, Eastern",19
לונג ביץ',19
العراق,19
האיים הבלאריים,19
Dordogne,19
ים סין הדרומי,19
Montréal,19
Hebron Region,19
Caspian Sea Region,19
אדיס אבבה,19
Hamburg,19
Catalonia,19
מיורקה,19
סקסוניה-אנהלט,19
אירופה,19
גרמניה המזרחית,19
נורדריין-וסטפאליה,19
Seattle,19
"Italy, Northern",19
التشيك,19
עמק החולה,19
Priene (Extinct city),19
אסואן,19
Aix-en-Provence,19
Gambia,19
Trieste,19
فنزويلا,19
יהודה ושומרון,19
דרמשטט,19
קונגו (ברזוויל),19
Appalachian Region,19
נוף הגליל,19
Nanjing (Jiangsu Sheng),19
שיקגו,19
Cameroon,19
Laos,19
منظقة البحر الأحمر,19
"מערב אפריקה, דוברי צרפתית",19
דור-קטלימו (עיר קדומה),19
بيت شان,19
Borneo,19
Indo-Pacific Region,19
Faroe Islands,19
Antigua,19
ניו ג'רזי,19
אזור שכם,19
لاتفيا,19
"Europe, Southern",19
גרמניה הצפונית,19
אי ונקובר,19
روما,19
Macau,19
החוף האדריאטי,19
Navahrudak,19
ליבריה,19
סיביר,19
פונג'אב,19
פוטוסי (מחוז),19
Fort Worth,19
אזורים טרופיים,19
أيسلندا,19
רוטרדם,19
עמק נהר אוהיו,19
מינאס ז'ראיס,19
Manitoba,19
ספרטה,19
ורסיי,19
أوغندا,19
Northwestern States,19
איים איוניים,19
Turkmenistan,19
Bet Alfa,19
جنوب شرق آسيا,19
"India, Northeastern",19
פלופונסוס (חצי האי),19
Saint Vincent and the Grenadines,19
Adams County,19
Dimona,19
Jarbah Island,19
Mycenae,19
פאביה,19
במברג,19
אזור האוקיינוס ההודי,19
ליטא,19
ארמניה (רפובליקה),19
טורנה,19
יונאן שנג,19
טנזניה,19
וירג'יניה המערבית,19
איטליה הדרומית,19
אולסטר (צפון אירלנד ואירלנד),19
Carpathian Mountains Region,19
Valladolid,19
"Karmel, Mount",19
ארצות הבלקן,19
Wuppertal,19
Regensburg,19
ماكاو,19
Balat (Aydın İli),19
"אפריקה, דוברי פורטוגזית",19
צ'כיה,19
دارفور، السودان,19
"Northwest, Pacific",19
Lapland,19
צפון האוקיינוס האטלנטי,19
Bhutan,19
אולם,19
טירת כרמל,19
Austin,19
Ramalla,19
טירה,19
Alps Region,19
Peloponnesus (Peninsula),19
פומרניה (פולין וגרמניה),19
גליציה (פולין ואוקראינה),19
אסיה,19
Kyoto,19
סהרה,19
ניו אורלינס,19
Haguenau,19
בודפשט,19
לברדור,19
East Anglia,19
Tripoli,19
Sofia,19
Allegheny County,19
אי מאן,19
מדינות דוברות צרפתית,19
נחל הירקון,19
Urbino,19
Salamanca,19
Russia,19
יוגוסלביה,19
"California, Southern",19
Zambia,19
טרנסקאי,19
קוראסאו,19
דרזדן,19
Bergama,19
كولكاتا,19
מקלנבורג-מערב פומרניה,19
Ra'anana,19
Pune,19
Yemen (Republic),19
Serbia,19
Finland,19
Iron Valley,19
يبنيئيل,19
בזיליקטה,19
האיים הקיקלאדיים,19
West Point,19
Dead Sea Region (Israel and Jordan),19
Byblos (Extinct city),19
אזור גבול מקסיקו-ארצות הברית,19
אוסטרליה,19
פריגור,19
Valencia,19
קונסטנטין,19
טבריה,19
קינטנה רו (מדינה),19
גאנה,19
Ciudad Real,19
بوتسوانا,19
בריסטול,19
بيت شيمش,19
Dubayy (Emirate),19
רמאללה,19
ממפיס,19
Beersheba Region,19
Pacific Coast,19
Kiribati,19
السنغال,19
Magna Graecia,19
ריין (מחוז),19
בית לחם,19
ניצנים,19
Former Yugoslav republics,19
الجليل الأسفل,19
Limburg,19
Himalaya Mountains Region,19
מלבו,19
الإمبراطورية الإسلامية,19
Nicaragua,19
קוריאה הדרומית,19
Luristan,19
Graz,19
Yucatán Peninsula,19
"Mexico, North",19
יונקרס,19
Gloucester,19
Germany,19
איי הודו המערבית הבריטיים,19
"India, North",19
Lucknow,19
Strasbourg,19
Minneapolis,19
Nablus Region,19
Québec,19
ברנדנבורג (מדינה),19
Karnataka,19
מערב המידלנדס,19
Ohio,19
Atlanta,19
שצ'צ'ין,19
Northeastern States,19
Lyon,19
Oceania,19
לאציו,19
אסיה התיכונה,19
"Mexico, Gulf of",19
Marburg,19
Bad Homburg vor der Höhe,19
"Fens, The",19
الولايات المتحدة,19
Etruria,19
הלברשטט,19
דרום קליפורניה,19
פרוג'ה,19
Princeton,19
"Africa, Central",19
פפואה,19
تورينو,19
هايتي,19
אנגולה,19
קמרון,19
לידס,19
בוצ'ץ',19
מדינות החוף האטלנטי התיכונה,19
נמיביה,19
تركمانستان,19
מיצ'ואקאן דה אוקמפו,19
פימונטה,19
Bat Yam,19
Hesse,19
Korea (North),19
אזור הים הכספי,19
Berkshire,19
"Northwest, Canadian",19
פקיעין,19
Burkina Faso,19
Cappadocia,19
مولدوفا,19
Bucharest,19
ספרינגפילד,19
"England, North East",19
טימור-לסטה,19
מחוז אדמס,19
Hudson River (N.Y. and N.J.),19
מרוקו,19
פוג'ט סאונד,19
Aragon,19
Zambezi River Valley,19
מדינות האפיפיור,19
Cantabria,19
תעלת למאנש,19
Carpathian Mountains,19
אגנו,19
אוברן,19
"Europe, Northern",19
Scandinavia,19
Silesia,19
קאבו ורדה,19
רוונה,19
باكستان,19
מרכש,19
גינאה המשוונית,19
Detroit Region,19
Niger,19
חיג'אז,19
Perigord,19
פוטסדם,19
ארגאו,19
טאראנטו,19
أفريقيا، شمال شرق,19
גליל תחתון,19
אירופה המזרחית,19
Bet Shemesh,19
Rohatyn,19
מחוז ויטבסק,19
כפר סבא,19
Ireland,19
"דלתה נהר מקונג (וייטנאם, קמבודיה)",19
Tamra,19
"Southwest, New",19
غينيا بيساو,19
Sparta (Extinct city),19
Wurttemberg,19
נרבון,19
Maramures,19
New Brunswick,19
نيو جيرسي,19
חרקיב,19
Belgium,19
Thrace,19
Styria,19
Lowell,19
אסטי,19
סלוניקי,19
Appalachian Mountains,19
עספיא,19
Philippines,19
Pittsburgh,19
Poitiers,19
ים השחור,19
Novgorod,19
בוואריה,19
Abruzzo,19
الخضيرة,19
San Marino,19
איי הבתולה של ארצות הברית,19
High Plains (U.S.),19
Pays Basque,19
Benelux countries,19
אוסטרליה המערבית,19
ורמונט,19
Split,19
Maine,19
"Australia, Northern",19
Herat,19
Dagestan,19
Cabo Verde,19
"Turkey, Eastern",19
מנצוריה,19
דרום מערב צרפת,19
Lod Region,19
Dūr-Katlimmu (Extinct city),19
סוריה,19
סאסקס,19
טאיוואן,19
Adriatic Sea Region,19
Vilnius,19
אוסטין,19
Tennessee,19
מדינות BRIC,19
אפרודיסיאס (עיר קדומה),19
אל פאסו,19
תאסוס (אי),19
האוקיינוס הארקטי,19
אינדינה,19
جامايكا,19
מוצל,19
איי בהאמה,19
קראקס,19
Kfar Sava,19
Aquileia,19
Piemonte,19
المغرب,19
Thailand,19
Springfield,19
בסרביה (מולדובה-אוקראינה),19
בוהמיה,19
איי שלמה,19
צפון תימן,19
אוטרכט,19
مالي,19
Hadera Region,19
Sarawak,19
בארי (עיר),19
פומפיי,19
חוף האוקיינוס השקט,19
Karmel Coast,19
"France, Southern",19
Winnipeg,19
North Rhine-Westphalia,19
Great Basin,19
نيروبي,19
ארפורט,19
איספהאן,19
Extremadura,19
קורדובה (מחוז),19
دول الاتحاد الأوروبي,19
Cyrene (Extinct city),19
Mykolaivs'ka oblast',19
Brandenburg,19
"אירופה, דוברת גרמנית",19
Tulsa,19
ברקשייר,19
Yotvata,19
Hudson River Valley (N.Y. and N.J.),19
Cambodia,19
Essex County,19
ليتوانيا,19
מילווקי,19
קרפלד,19
אפקים,19
Portsmouth,19
Hesse-Kassel,19
אזור טיבט,19
Sri Lanka,19
לואיזיאנה,19
שווביש האל,19
מפרץ אלסקה,19
Essex,19
New Spain,19
Shaikh Bureik,19
כווית,19
Arabian Sea,19
كمبوديا,19
אצ'ה,19
Franche-Comte,19
Newark,19
Buganda,19
Provence,19
בגדאד,19
סנגל,19
חצי האי גליפולי,19
קהיר,19
Brunei,19
Italy,19
קונגו (רפובליקה דמוקרטית),19
Bukovina (Romania and Ukraine),19
"Europe, Central",19
פיטסבורג,19
En Gev,19
Mekong River Delta (Vietnam and Cambodia),19
דרום אסיה,19
אזור קילימנג'רו,19
שאנדונג שנג,19
Samos,19
Los Angeles,19
אזור הרי האורל (רוסיה),19
Winchester,19
Istria (Croatia and Slovenia),19
אזור חדרה,19
ليسوتو,19
צ'רווטרי,19
Volterra,19
ונדה,19
ארץ ישראל,19
Kerala,19
Mexico City,19
Atlantic Ocean Region,19
אזור מרמורש,19
Berlin,19
וולטרה,19
Pyrenees,19
Düsseldorf,19
"הודו, צפון",19
Lake District,19
Lincolnshire,19
صقلية,19
Accra,19
פוארטו ריקו,19
Krakow,19
רגנסבורג,19
Uzbekistan,19
בורסה,19
London Metropolitan Area,19
سدروت,19
יהודה (אזור),19
Oxfordshire,19
وسط آسيا,19
דרום אירופה,19
פלנדריה,19
الصومال,19
Vitsebskai︠a︡ voblastsʹ,19
Ruthenia (Czechoslovakia),19
فيتنام,19
נורמנדי,19
Montpellier,19
יואנינה,19
رواندا,19
Kinneret (Moshava),19
ורגינה,19
נאנט,19
Persian Gulf,19
הלסינקי,19
בריסק,19
מדינות קומוניסטיות לשעבר,19
גרמניה,19
אלבני,19
גבון,19
קווקז הצפוני,19
Caracas,19
Caribbean Area,19
Trinidad,19
ונקובר,19
غور الأردن,19
Erech (Extinct city),19
Lebanon,19
جنوب آسيا,19
שומרון (אזור),19
Okinawa-ken,19
אוקראינה,19
Nuevo León (State),19
האימפריה האסלאמית,19
سمرقند,19
Ashur (Extinct city),19
Sierra Nevada (Calif. and Nev.),19
Switzerland,19
עמאן,19
Leeds,19
North Dakota,19
Armenia (Republic),19
Rouen,19
אברדין,19
ביזנטיון,19
איי ריוקיו,19
Erlangen,19
מוגדור,19
אמדן (סקסוניה התחתונה),19
הודו,19
אודישה,19
איסטנבול,19
מחוז לינקולן,19
Lombardy,19
קראצ'י,19
ורוצלב,19
ליסבון,19
מורביה,19
הולשטיין,19
Cairo,19
Cape of Good Hope,19
Rehovot,19
Mississippi River Valley,19
Samos Island,19
Karlsruhe,19
Tianjin,19
ליפה,19
كاتالونيا,19
Sao Paulo (State),19
Attike,19
Alaska,19
وادي نهر الفرات,19
Montserrat,19
ديترويت,19
بوتان,19
דיז'ון,19
איי קיימן,19
ניגריה הצפונית,19
Oaxaca,19
אזורי קוטב,19
Paris,19
מדיסון,19
Kentucky,19
דורהם,19
Tiryns (Extinct city),19
Quebec,19
טהרן,19
Exeter,19
Ur (Extinct city),19
קרואטיה,19
קרמונה,19
Thames River,19
זימבבואה,19
Bermuda Islands,19
Eswatini,19
קנזס,19
סומטרה,19
Belarus,19
Hampshire,19
Hamilton,19
מדינות המפרץ,19
Avalon Peninsula,19
Montana,19
מידלסקס,19
أفريقيا، شمال,19
גוג'ראט,19
איסלנד,19
חוף הים התיכון,19
אוקלהומה,19
New Britain Island,19
Shanghai,19
קורנוול (מחוז),19
Nile River Valley,19
Bonn,19
Bristol,19
נפאל,19
ורנאסי (אוטאר פראדש),19
Nile River,19
קונטיקט,19
حوران,19
אזור האוקיינוס האטלנטי,19
שלזיה תחתית (פולין וגרמניה),19
אורבינו,19
מודיעין,19
בנגל,19
אזור ים המלח (ישראל וירדן),19
Malaya,19
Celle,19
نهاريا,19
Kano,19
Nablus,19
Senegambia,19
ארגוס,19
تركيا,19
מפוטו,19
Mediterranean Sea,19
أمريكا الشمالية,19
אזור הים האדום,19
נהר התמזה,19
Jaipur,19
Guyana,19
Islamic countries,19
كيرالا,19
البصرة,19
Miami Beach,19
النيجر,19
עמק נהר הירדן,19
Colorado River (Colo.-Mexico),19
Umbria,19
בריטניה,19
Rwanda,19
Fayyum,19
Bari,19
Europe,19
פזרו,19
וולפסבורג (סקסוניה התחתונה),19
المكسيك,19
בוסטון,19
Saint Louis,19
גמביה,19
הרטפורד,19
Linz,19
קורינתוס,19
Alsace,19
"Nigeria, Northern",19
بنغلاديش,19
Moscow,19
"Italy, Central",19
Gaul,19
Potsdam,19
שפלה,19
חוף המפרץ,19
דופאר,19
Memphis,19
Eisenstadt,19
Hunan Sheng,19
Java,19
הונגריה,19
קטאר,19
מחוז אלגני,19
الكاميرون,19
Southern States,19
Sheffield,19
Harz Mountains,19
Baja California,19
ניוקאסל על נהר טיין,19
סלובקיה,19
Sao Tome and Principe,19
סויליה,19
Sulawesi Selatan,19
פתח תקווה,19
מזרח אפריקה,19
Thuringia,19
דובאי (אמירות),19
البلدان الإسلامية,19
דלתת הדנובה,19
Thar Desert (India and Pakistan),19
Great Lakes Region (North America),19
Indian Territory,19
קנדה הצפונית-מערבית,19
ביאליסטוק (מחוז),19
ליבק,19
המילטון,19
Durban,19
גואנגדונג שנג,19
سيليزيا,19
El Salvador,19
אדינבורו,19
פרה (מדינה),19
נוויס,19
"מקסיקו, עמק",19
קריית הותיקן,19
ניופאונדלנד ולברדור,19
Yavne'el,19
Phoenicia,19
דרבן,19
הרפובליקה המרכז-אפריקאית,19
Tyrol,19
Gaza,19
תל אל עמארנה,19
Bremen,19
סיאול,19
Haifa Region,19
Orient,19
Wilmington,19
Lancashire,19
יוקון,19
Caesarea Region,19
Grenoble,19
אזור מטרופולי חיפה,19
اليابان,19
Adriatic Coast,19
São Paulo,19
Malawi,19
חולון,19
Delhi,19
לוזאן,19
Lithuania (Grand Duchy),19
עתלית,19
America,19
יוטה,19
Ioannina,19
بني براك,19
أمريكا اللاتينية,19
النقب,19
סקנדינביה,19
مالاوي,19
"Texas, South",19
دومينيكا,19
Naples (Kingdom),19
Essen,19
Haifa,19
קירגיזסטן,19
Parma,19
אנקרה,19
أوروغواي,19
آثوس,19
סאמוס (אי),19
سهل الحولة,19
Las Vegas,19
Lower Saxony,19
מקלנבורג (מחוז),19
ארץ כנרות,19
BRIC countries,19
"Kinneret, Lake",19
Thera Island,19
Eretz Israel,19
Montréal,19
רותנבורג אוב דר טאובר,19
שפרעם,19
"Nigeria, Eastern",19
"Thailand, Northern",19
Bering Sea,19
גינאה,19
דאקה,19
Germany (East),19
İzmir,19
عاراد,19
מליה,19
אואחאקה (מדינה),19
Birobidzhan,19
אזור טוהוקו,19
פרנה (מדינה),19
קרן אפריקה,19
גואטמלה,19
Czestochowa,19
אלבניה,19
Tatarstan,19
נוואדה,19
ארלנגן,19
أوكرانيا,19
פמגוסטה,19
אזור מטרופולי טורונטו,19
Kazakhstan,19
Galilee,19
Albany,19
מדינות דרום מערב ארצות הברית,19
בבל (עיר קדומה),19
Salisbury,19
Lucca,19
بحيرة طبريا,19
Pompeii (Extinct city),19
Maritime Provinces,19
Congo,19
Dubrovnik,19
לורן,19
איחוד האמירויות הערביות,19
סן סלבדור,19
Berry,19
Calgary,19
Samaria (Region),19
באקו,19
פאיס ואסקו,19
הרקולנאום (עיר קדומה),19
"האוקינוס האטלנטי, חוף",19
הים התיכון,19
Bialystok (Voivodeship),19
Amsterdam,19
إشبيلية,19
סקסוניה התחתונה,19
Bern,19
מערב ארצות הברית,19
Alexandria,19
Wessex,19
Nebraska,19
וורוויקשייר,19
דרום מזרח אסיה,19
היידלברג,19
Jerusalem,19
Philadelphia Metropolitan Area,19
Micronesia,19
"برقة أو ""كيرينايكي""",19
Wyoming,19
סנט וינסנט והגרנדינים,19
Rhine River Valley,19
הודו דרומית,19
بلغراد,19
Mycenae (Extinct city),19
דארפור,19
Jammu and Kashmir,19
עמק ריו גרנדה תחתון,19
תימגאד (עיר קדומה),19
Recife,19
Click here for printed catalog of books and periodicals,19
קווינסלנד,19
Russian S.F.S.R.,19
מונטגומרי,19
Tashkent,19
تيمور الشرقية,19
הים האדריאטי,19
Great Britain,19
אתר דיר אל המדינה,19
Hula Valley,19
إنجلترا الجديدة,19
Berkeley,19
Montgomery County,19
Ecuador,19
Islamic Empire,19
Toronto,19
Valencia (Region),19
هنغاريا,19
סטוקהולם,19
"Caucasus, South",19
Wutai Mountains,19
ראשון לציון,19
Ramat HaSharon,19
חבל הבסקים,19
Giv'atayim,19
